Model,MeanAE_Diff,MedianAE_Diff,BeatsReference_Pct,p_value,N
XGBoost+Weather (oracle),0.07324476482487498,-0.0233612060546875,51.26050420168067,0.8652335662839605,119
XGBoost+Weather (operational),0.23937775427553815,0.03768157958984375,44.537815126050425,0.2205237274769586,119
